PSO,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23
94,3456.439415,27.38317449,15083.36099,28.79211184,934699.7161,3478.2,0.891774639,-4629.139449,236.7017816,11.74483189,33.43227686,28332.24966,914584.7361,1.061108732,0.004108745,-1.031290847,0.397935499,3.001260823,-3.862512975,-3.252504016,-5.927517983,-7.358782774,-7.054751627
95,3386.451899,27.22490141,15037.27183,28.6602458,915950.3896,3449.14,0.888057447,-4646.915956,235.5595235,11.719757,33.16268718,23182.59894,908520.4496,1.057041719,0.004098724,-1.031290847,0.397935499,3.001190112,-3.862519186,-3.252745094,-5.929576427,-7.407125351,-7.057870584
96,3372.659254,27.12719562,14919.31807,28.65049661,891043.468,3428.34,0.882960307,-4648.237265,235.5595235,11.67378936,33.00998501,22695.76936,887678.1675,1.043185877,0.004098552,-1.031306273,0.39793368,3.0011873,-3.862523666,-3.252901107,-5.930319063,-7.415975879,-7.0653031
97,3335.65689,26.95269408,14812.09664,28.61889812,876092.8489,3374.42,0.872158416,-4656.883125,235.5595235,11.62870155,32.94091633,21143.70297,872913.1335,1.043185262,0.004091641,-1.031324201,0.397931887,3.001173065,-3.862524418,-3.252976458,-5.938259254,-7.421284452,-7.071718783
98,3304.914966,26.80464177,14760.39964,28.48172823,869565.6929,3362.24,0.872158416,-4690.263353,235.1496524,11.59988533,32.85885594,20968.48141,860103.4462,1.043183444,0.00408913,-1.031327763,0.397924801,3.001121192,-3.862533953,-3.253039467,-5.946170798,-7.423752524,-7.078582579
99,3276.023895,26.80045449,14715.38977,28.45434024,863546.5337,3345.74,0.872158416,-4699.080923,235.1496524,11.57621225,32.48725933,20958.56169,794433.2731,1.043165822,0.004088849,-1.031351324,0.397923484,3.001064026,-3.862535953,-3.253128702,-5.958001287,-7.441840393,-7.082603091
100,3255.635962,26.73200076,14618.15056,28.22995755,850274.1659,3310.94,0.860052198,-4726.241987,235.1003133,11.55352554,32.27482427,20954.16696,780422.3922,1.04316508,0.004087469,-1.031357719,0.397923037,3.000875808,-3.862544737,-3.253154232,-5.96369636,-7.454380559,-7.088987657
101,3235.935731,26.60010497,14603.3999,28.05018976,840798.3537,3287.9,0.853651488,-4728.853519,235.0176896,11.55054729,31.8483694,19585.4397,745804.6518,1.024826559,0.004086745,-1.031384331,0.397922462,3.000866399,-3.862545614,-3.253659004,-5.974629259,-7.487978889,-7.089224443
102,3231.970707,26.44046867,14558.5694,28.00112704,829098.7754,3285.52,0.832436642,-4737.849477,234.9501991,11.54639566,31.62805209,18444.69562,732227.7967,1.024826478,0.004078091,-1.031392969,0.397919448,3.000816518,-3.862546577,-3.254037825,-5.978403353,-7.505975232,-7.09399268
103,3206.514454,26.25240404,14476.39573,27.99489054,823245.2501,3268.86,0.824243607,-4756.437394,234.9501991,11.5303431,31.52055598,18310.46144,730463.6909,1.024664912,0.004044258,-1.031430426,0.397918579,3.000761395,-3.862549811,-3.25417894,-5.978885969,-7.50888438,-7.095598358
104,3168.944587,26.15809384,14413.05592,27.87203546,821503.9864,3257.06,0.819691322,-4774.212467,234.241248,11.48830654,31.12371489,17796.78772,727726.6439,1.010169458,0.004044142,-1.031440282,0.397918324,3.000725073,-3.862551151,-3.25436222,-5.984478499,-7.51099241,-7.097869486
105,3160.259025,25.8947622,14340.66403,27.8190591,811826.347,3232.48,0.804452849,-4787.228803,233.7229491,11.45677498,30.99122612,17421.39517,718493.6766,1.010168094,0.004042291,-1.031440282,0.397917741,3.000721331,-3.862552715,-3.254466852,-5.985968893,-7.517868561,-7.100630905
106,3158.40256,25.62228403,14339.7434,27.80013956,789860.1853,3190.98,0.802650406,-4795.299435,233.7185157,11.43397968,30.71076393,17338.26615,706269.0224,1.00492944,0.00404216,-1.03144382,0.397911392,3.000529362,-3.862554651,-3.254467781,-5.98985363,-7.54274195,-7.114589271
107,3138.462624,25.48858158,14339.7434,27.61342232,785929.6815,3186.4,0.79749113,-4796.047002,233.167848,11.4185756,30.46971167,17056.50098,669071.4807,1.004841636,0.004042063,-1.031444088,0.397911092,3.000505096,-3.862556766,-3.254750886,-5.991296666,-7.551046191,-7.124709108
108,3122.203141,25.35919639,14334.70916,27.52224988,766822.0205,3153.18,0.782690043,-4800.119204,232.9319786,11.36507095,30.151099,14450.63781,654477.3357,1.002676701,0.004039512,-1.031452385,0.397911075,3.000469379,-3.86256003,-3.254823228,-5.991999204,-7.560604264,-7.138020717
109,3105.841489,25.2833844,14305.07742,27.40790126,748773.1147,3145.02,0.781378489,-4810.504133,232.9319786,11.32936242,29.74019466,14402.90747,642455.6386,1.002665576,0.004030435,-1.031453011,0.397909816,3.000447691,-3.862561345,-3.255118907,-5.999587215,-7.568660543,-7.144596116
110,3079.137007,25.1857109,14232.33391,27.23320277,745392.0413,3103.12,0.762742904,-4826.054113,232.4162596,11.31342535,29.57353912,13589.82988,628716.8129,1.002665267,0.004029819,-1.031453037,0.397908379,3.000442217,-3.862564352,-3.25541703,-6.000316328,-7.580375716,-7.144754518
111,3024.287995,25.09246764,14190.64797,27.13393251,729015.8859,3087.92,0.759692425,-4832.320003,232.1769058,11.27972819,29.33078956,12015.26082,602365.2572,1.002595018,0.004029414,-1.03146202,0.397906654,3.000401181,-3.862566332,-3.255849544,-6.001757113,-7.58935571,-7.16223998
112,3011.046241,24.95546777,14190.64797,27.11765335,719003.5191,3001.94,0.752173394,-4854.259742,231.4232514,11.25542463,29.27188003,11288.96434,574180.1282,1.002594555,0.004026047,-1.03146662,0.397905976,3.000398025,-3.862573029,-3.256437792,-6.001954263,-7.593219337,-7.181115069
113,3007.277866,24.78652087,14190.64797,27.05710265,704096.9979,2942.56,0.74851499,-4871.139411,231.1681184,11.22437484,29.12927736,10375.72784,559294.3794,0.998526202,0.004014512,-1.03146662,0.397905333,3.000392838,-3.862584277,-3.256674684,-6.002576917,-7.599737919,-7.182029325
114,2983.846578,24.63054501,14076.64166,26.98646172,699574.6516,2872.72,0.744523893,-4883.145507,231.1049475,11.18681223,29.08730806,10095.88036,558929.4065,0.998526171,0.004011175,-1.03148612,0.397904463,3.000375447,-3.862584291,-3.256724832,-6.015384843,-7.602949,-7.217898943
115,2921.436125,24.54085773,14000.67768,26.8687235,688339.1422,2858.1,0.735907035,-4884.918129,230.8452668,11.17962404,29.01059518,8626.168461,555897.6477,0.99852378,0.004010892,-1.031491302,0.397903907,3.000344805,-3.862586749,-3.256724897,-6.038978244,-7.605602901,-7.229607875
116,2899.52091,24.35080806,13983.98638,26.84242047,685392.6927,2844.44,0.70953895,-4887.747924,230.8452668,11.16397612,28.62769243,8062.328403,546462.443,0.998522929,0.004010889,-1.031493447,0.397903889,3.000344446,-3.862587925,-3.257020067,-6.075448813,-7.606356253,-7.231478376
117,2880.40082,24.24184185,13913.29775,26.76132006,675975.8729,2844.44,0.699929158,-4907.355174,230.3495975,11.13913655,28.46286828,7841.972554,520058.6196,0.998522926,0.004009686,-1.031501302,0.397900829,3.000307796,-3.862589205,-3.2571705,-6.079284853,-7.616418825,-7.237237101
118,2868.7017,24.22299603,13877.08433,26.67801586,671205.7072,2832.58,0.688566381,-4922.101802,230.3295287,11.06166002,27.92087927,6605.501252,499440.8756,0.99829276,0.004002387,-1.031505494,0.397899726,3.000302359,-3.86259176,-3.257234188,-6.083329861,-7.621050859,-7.242336265
119,2845.181953,24.0787854,13852.2714,26.60211346,656318.5374,2794.48,0.688169107,-4952.724117,229.7827152,10.97430739,27.58083087,6409.664044,492504.8984,0.998251679,0.004000312,-1.031510519,0.397899361,3.000288563,-3.862593531,-3.257292349,-6.103686445,-7.625726017,-7.251914163
120,2831.572869,23.9000706,13750.70675,26.58091282,653910.685,2781.08,0.672059311,-4983.716552,229.7827152,10.95852188,27.28720347,6190.624527,470654.1909,0.998251675,0.003996378,-1.031514988,0.397899003,3.000277947,-3.862594694,-3.25738114,-6.11061796,-7.664004546,-7.252968681
121,2820.888476,23.78156878,13716.89556,26.44528971,648606.698,2755.66,0.668320034,-4993.005379,228.7678141,10.91146194,27.19154065,5858.521657,449489.687,0.998180892,0.003995911,-1.03151522,0.397897693,3.000200062,-3.862595796,-3.257547381,-6.111269629,-7.668035663,-7.254848192
122,2803.841587,23.7229753,13716.89556,26.33529444,636428.3594,2746.7,0.66685571,-5004.948726,228.613228,10.87070023,26.94763649,4974.44937,444192.7544,0.998160423,0.003994098,-1.031516384,0.397897481,3.00019561,-3.862597398,-3.257636363,-6.118005496,-7.668372876,-7.257356845
123,2775.574421,23.5070941,13673.35557,26.33084522,634960.9068,2696.5,0.653084656,-5022.638045,227.8469695,10.84952304,26.55180585,4251.314349,426998.4307,0.998145952,0.003991419,-1.03152133,0.397896233,3.00018504,-3.862597659,-3.25769413,-6.121515465,-7.674157511,-7.266220075
124,2766.031562,23.50198325,13624.05132,26.23903393,630935.6511,2665.58,0.653084656,-5031.4324,227.1503079,10.83284264,26.38838499,4234.123254,413118.3056,0.998124904,0.003984749,-1.031523027,0.397895231,3.000170842,-3.862599134,-3.257805385,-6.123194339,-7.708530577,-7.281805748
125,2738.565425,23.27697735,13609.22513,26.12860394,630935.6511,2658.66,0.630763223,-5042.367523,227.1503079,10.79443497,26.11742703,4219.150893,406673.3482,0.998100991,0.00398373,-1.031531175,0.397893891,3.000170096,-3.862599923,-3.257904159,-6.133073664,-7.711418328,-7.284938857
126,2707.879359,23.18581892,13591.65623,26.04825229,610934.5082,2643.24,0.61740006,-5051.462965,227.1503079,10.759909,25.97553463,4186.155754,400121.2445,0.998096531,0.00398373,-1.031533136,0.397893499,3.000169594,-3.862601981,-3.258005597,-6.134196281,-7.713677044,-7.298744234
127,2684.804704,23.09083773,13541.14124,26.03168997,601560.6487,2629.92,0.61740006,-5053.671898,227.1503079,10.7378674,25.779994,3271.175424,382357.6281,0.998096428,0.00398245,-1.031533788,0.397893303,3.000168047,-3.862602176,-3.258135377,-6.162002469,-7.729495706,-7.347235817
128,2666.042566,22.96263351,13533.30122,25.97541274,599791.8242,2605.82,0.612532581,-5064.077454,226.5796612,10.71679102,25.73540247,3084.185156,378513.3903,0.998080975,0.003980737,-1.031539622,0.397893303,3.00014612,-3.862603889,-3.258150826,-6.170428364,-7.733072227,-7.368850843
129,2626.657024,22.75997253,13524.02311,25.87079102,583732.0183,2605.42,0.607206399,-5070.219342,226.4981791,10.70162742,25.6152731,2993.898698,369028.0633,0.998080975,0.003978216,-1.031553084,0.397893186,3.000136131,-3.862604833,-3.258179673,-6.174374109,-7.736160492,-7.36894693
130,2614.144843,22.72514443,13511.32409,25.78774683,579856.0684,2587.26,0.602733818,-5081.990332,226.4981791,10.67912396,25.59640025,2877.084633,365945.8828,0.998010565,0.00397728,-1.031568178,0.397893056,3.000123629,-3.862605262,-3.258234027,-6.175119844,-7.73899523,-7.372430271
131,2575.345719,22.50629991,13474.04514,25.67462185,576880.3009,2557.06,0.594893295,-5110.667455,226.162161,10.61682979,25.4595434,2841.685256,362240.8207,0.998006181,0.003976964,-1.031568477,0.397892302,3.000120109,-3.862605857,-3.258313122,-6.175859636,-7.739676577,-7.385426824
132,2548.545428,22.25412453,13398.15125,25.57220959,568360.6319,2535.64,0.588897469,-5110.764342,226.162161,10.60311417,25.43765091,2333.343197,342229.1461,0.998005305,0.003975912,-1.031581066,0.397892144,3.000117119,-3.862606382,-3.258375511,-6.194004364,-7.739954722,-7.390238024
133,2506.325821,22.16530447,13362.91538,25.42167286,560767.4718,2485.4,0.588897469,-5123.781275,226.162161,10.57793281,25.29482831,2293.513303,329385.3593,0.998005156,0.00397031,-1.031581786,0.397891186,3.000111395,-3.86260929,-3.258411973,-6.196671393,-7.757156094,-7.394069619
134,2499.985355,22.03780647,13300.30578,25.37353887,553710.7189,2473.56,0.577879901,-5146.475233,225.5700219,10.56654029,25.20134262,2082.120436,325775.4628,0.998005154,0.003970069,-1.031582895,0.397891027,3.000109402,-3.862610297,-3.258453695,-6.20156225,-7.757597299,-7.395939267
135,2476.058575,21.84668928,13264.17068,25.27258322,552485.8694,2447.42,0.572161802,-5157.924803,225.1490024,10.56459729,24.95870928,2039.883122,322458.737,0.998005143,0.003967299,-1.03158868,0.397890604,3.000109371,-3.862611059,-3.258461767,-6.207955208,-7.75925898,-7.399668343
136,2463.116919,21.74186651,13127.23415,25.21847087,545831.127,2419.86,0.572161802,-5210.328255,224.7114095,10.54493175,24.70582846,1953.543057,316230.3895,0.998004894,0.003962302,-1.031589468,0.397890329,3.0001069,-3.862611546,-3.258610165,-6.210503149,-7.763040405,-7.400595466
137,2459.998201,21.55545921,13116.92663,25.10286085,535420.4196,2404.94,0.558730077,-5221.060413,224.6577587,10.50501339,24.54984059,1935.049416,301930.1766,0.998004881,0.003962302,-1.031592422,0.397890064,3.000099752,-3.862611661,-3.258629169,-6.211002356,-7.767553883,-7.400911582
138,2434.555127,21.35794076,13027.27642,24.95869121,521698.3884,2397.5,0.555611407,-5232.572775,224.1762733,10.47725469,23.96747021,1901.363313,293778.9073,0.998004787,0.003959095,-1.031593263,0.397889896,3.000092292,-3.862611775,-3.258669519,-6.211376916,-7.770932823,-7.402522334
139,2425.207331,21.16643076,12966.302,24.86740425,513640.2091,2378.5,0.554004818,-5250.915944,224.1762733,10.46178733,23.49834313,1713.651107,281581.9955,0.998004787,0.003958232,-1.031594147,0.397889735,3.00008812,-3.862612701,-3.258684504,-6.215611546,-7.773579686,-7.405273862
140,2411.853987,21.04709454,12875.58759,24.73284796,505673.6776,2359.74,0.553084777,-5280.800408,224.1762733,10.45048541,23.17391025,1660.004601,268620.0593,0.998004777,0.003958092,-1.031594172,0.397889638,3.000079039,-3.862613225,-3.258740063,-6.216285277,-7.77361514,-7.406158264
141,2393.507809,20.90803034,12827.62761,24.67176349,490362.5391,2332.76,0.550310858,-5290.46864,223.889852,10.44669511,23.03227323,1498.784799,263199.036,0.998004776,0.003954679,-1.031598093,0.397889568,3.000075953,-3.862613565,-3.258781771,-6.216439909,-7.776989797,-7.40839337
142,2393.372202,20.66460342,12733.73833,24.67014054,480211.3865,2318.48,0.549388096,-5307.393123,223.1861157,10.42630702,22.9137834,1496.183781,252455.8566,0.998004767,0.003954093,-1.031598382,0.39788936,3.000075295,-3.862615158,-3.25882075,-6.216663357,-7.780849319,-7.409518375
143,2380.191329,20.56494031,12670.40346,24.61215912,468956.3955,2310.48,0.549388096,-5325.026619,223.107647,10.39331319,22.80001344,1374.234603,246659.9164,0.998004763,0.003949873,-1.031604586,0.397889338,3.000072243,-3.862615781,-3.258924921,-6.217310161,-7.781972268,-7.411374946
144,2353.960012,20.43719199,12631.18061,24.55310486,466744.86,2280.74,0.549388096,-5341.574063,223.045066,10.38844979,22.75456627,1358.221364,241667.9493,0.99800476,0.00394855,-1.031604876,0.397889163,3.000067479,-3.862616581,-3.258988598,-6.217473778,-7.785885792,-7.414649442
145,2353.059215,20.2438206,12547.98105,24.40451605,462727.9749,2250.5,0.549388096,-5346.585088,221.8060096,10.36878144,22.67098664,1123.298192,227354.6524,0.998004001,0.003945412,-1.031606873,0.397889159,3.000056932,-3.862616721,-3.259024904,-6.219121889,-7.78662995,-7.418052629
146,2343.44498,20.2438206,12543.1972,24.32510724,459612.9226,2227.12,0.546884411,-5380.452522,221.7179134,10.31722263,22.08777676,1106.2118,217686.0164,0.998003967,0.003941435,-1.031610535,0.397889029,3.000045096,-3.862617411,-3.259075864,-6.221230732,-7.788327645,-7.429968919
147,2341.520331,20.17262244,12540.56603,24.23270408,445593.2508,2196.9,0.54542267,-5380.452522,221.349619,10.26457866,21.88520566,1035.85125,214440.5867,0.998003918,0.003940886,-1.031611048,0.397888997,3.000040357,-3.862618032,-3.259106063,-6.222019684,-7.789280732,-7.467926602
148,2325.325433,20.1153403,12490.7231,24.17729674,436877.89,2159.1,0.541311399,-5400.072574,221.349619,10.21187619,21.72067212,960.8705237,206721.8554,0.998003865,0.003939881,-1.031612819,0.397888861,3.000038178,-3.862618838,-3.259139663,-6.222781296,-7.791165705,-7.471013592
149,2294.754504,20.09391301,12443.81482,24.06296667,426403.215,2142.34,0.539023486,-5409.352223,220.9059503,10.20485199,21.63987743,673.9519039,205736.6595,0.998003863,0.00393868,-1.031613017,0.397888719,3.0000351,-3.862619446,-3.259167621,-6.223238651,-7.793146417,-7.471785464
150,2282.961023,19.98827713,12392.86747,23.98352555,426383.9806,2119.46,0.534124288,-5440.107008,220.224447,10.18298513,21.57541437,616.3660675,202281.7838,0.998003863,0.003937455,-1.0316162,0.397888706,3.00003426,-3.862619682,-3.259187043,-6.227286385,-7.795976358,-7.513518745
151,2264.743498,19.90243155,12310.23348,23.90598063,418371.479,2099.74,0.532441558,-5461.72932,219.0830976,10.17008023,21.36116676,616.0574043,199257.5439,0.998003863,0.003932096,-1.031616387,0.397888493,3.000032743,-3.862620121,-3.259242131,-6.228171537,-7.796515308,-7.523875447
152,2215.592735,19.8161472,12288.21515,23.89970717,413914.5563,2084.32,0.51996474,-5496.221288,218.8917621,10.12045882,21.22821388,597.4520745,187375.9148,0.998003862,0.003931987,-1.031617861,0.397888488,3.000030943,-3.86262039,-3.259349943,-6.228382396,-7.800257393,-7.52514863
153,2198.846446,19.77728297,12272.48316,23.74243393,397733.2527,2081.82,0.515059902,-5531.329516,218.7968355,10.09896598,21.10830431,570.2394844,183687.2036,0.998003855,0.003931677,-1.031617956,0.397888461,3.000028779,-3.862620944,-3.259379128,-6.229688962,-7.80051033,-7.53085617
154,2177.591345,19.62236658,12263.15126,23.64609988,389896.0503,2067.76,0.512063637,-5559.079235,218.7968355,10.05899645,20.81830059,565.9929683,179903.9323,0.998003854,0.003930839,-1.03161896,0.397888377,3.000027838,-3.862621156,-3.259397338,-6.23042776,-7.801931036,-7.533261942
155,2169.394088,19.55679883,12184.80409,23.61517496,389896.0503,2065.36,0.509530376,-5601.557839,218.1404192,10.00990461,20.37566978,479.5028858,170549.3748,0.998003854,0.003929059,-1.031619334,0.397888247,3.000025292,-3.862621189,-3.259404249,-6.230612437,-7.803016543,-7.538686773
156,2160.090396,19.47541029,12111.02987,23.4947173,389846.6483,2047.76,0.505413976,-5609.157806,218.1404192,9.952793739,20.29046148,478.1993987,157702.0295,0.998003854,0.003928992,-1.031620247,0.397888128,3.000020087,-3.862621348,-3.259446969,-6.265748527,-7.803688707,-7.540241602
157,2148.424114,19.45151476,12009.74634,23.4784506,385461.1399,2035,0.49936907,-5616.70849,217.9012708,9.936033828,20.19923195,428.9641174,153419.69,0.998003854,0.003928325,-1.031620324,0.397888064,3.000019263,-3.862621372,-3.259502012,-6.265947812,-7.804369355,-7.540989466
158,2135.659819,19.25335174,11946.91688,23.42280184,383017.7156,2007.22,0.49936907,-5647.510153,217.9012708,9.925512756,20.07745856,428.8766354,149325.1834,0.998003844,0.003925696,-1.031620413,0.397888015,3.000017561,-3.862621458,-3.259515059,-6.266194013,-7.806801388,-7.542434421
159,2131.496209,19.22638915,11915.59976,23.28310547,371005.7725,1998.98,0.498785432,-5661.609377,217.695888,9.869643293,19.92777007,420.2852348,148953.7227,0.998003844,0.003924916,-1.031621695,0.397887888,3.000015767,-3.862621511,-3.259535341,-6.266541318,-7.807537072,-7.542718863
160,2109.522914,19.10132557,11915.59976,23.19976751,366462.3725,1983.8,0.486299106,-5667.483001,217.0760796,9.851135105,19.82947357,415.482364,144345.9405,0.998003844,0.003918441,-1.031621814,0.397887803,3.000014457,-3.862621835,-3.259551186,-6.268081422,-7.80814733,-7.543797218
161,2083.75044,19.02171553,11861.46831,23.15377786,364786.7637,1937.34,0.48376832,-5670.237135,216.9652298,9.827740282,19.7445288,406.9188844,143103.3949,0.998003844,0.003914519,-1.031622486,0.39788776,3.000013725,-3.862621952,-3.259567945,-6.268327696,-7.810783552,-7.544907229
162,2064.811255,18.95773097,11837.47544,23.10491041,359154.8502,1919.96,0.478973712,-5683.926205,216.3540124,9.699366194,19.58021071,359.0999396,141194.5813,0.998003844,0.003912406,-1.031623205,0.39788776,3.000013173,-3.862622077,-3.259603418,-6.269378112,-7.812670871,-7.545474735
163,2042.498998,18.83573426,11818.76416,22.96120974,346628.516,1910.56,0.473165952,-5696.216546,216.0656357,9.65349592,19.49336803,337.4022722,140675.4515,0.998003844,0.003910504,-1.031623237,0.397887754,3.000011213,-3.86262228,-3.259637047,-6.269712514,-7.815508279,-7.546305845
164,2007.292724,18.80071277,11796.49356,22.90570793,334352.9326,1899.5,0.467238402,-5702.963089,215.2137364,9.584749764,19.39325741,319.3003762,140434.9016,0.998003844,0.00390957,-1.031623578,0.397887709,3.0000108,-3.862622513,-3.259666743,-6.272701803,-7.81582103,-7.551139645
165,1984.169835,18.67185461,11753.13907,22.86590056,328296.5712,1877.22,0.464708182,-5715.601324,214.3764714,9.578254073,19.03014127,304.7104254,136421.7502,0.998003844,0.00390886,-1.031623682,0.397887667,3.000008864,-3.862622586,-3.25968032,-6.273347116,-7.817440205,-7.551514529
166,1963.113822,18.57317406,11714.11891,22.78604345,323433.5266,1865.36,0.464708182,-5729.532911,214.3292746,9.514536837,18.80995442,256.9590226,129551.9364,0.998003844,0.003907262,-1.031624548,0.397887658,3.000008739,-3.862770236,-3.259707102,-6.273500532,-7.819649205,-7.551547365
167,1928.396916,18.50118726,11684.75951,22.70925564,318778.4933,1808.88,0.461650879,-5747.222225,213.653325,9.490112117,18.73006703,182.7157562,127327.7853,0.998003844,0.00390721,-1.031625177,0.397887652,3.000008142,-3.862770305,-3.259734779,-6.273950092,-7.820375931,-7.552481412
168,1913.571369,18.40295871,11660.66215,22.64023362,316326.3986,1787.34,0.461650879,-5758.56525,213.2278527,9.477677284,18.4163257,181.5095429,125320.3726,0.998003844,0.003907186,-1.031625499,0.397887645,3.000007807,-3.862775383,-3.25974074,-6.274997741,-7.821876501,-7.552676569
169,1896.984234,18.22676285,11647.30708,22.52763258,313369.094,1767.56,0.45540663,-5762.063365,213.0049946,9.468354125,18.33052573,177.4001822,119206.3788,0.998003844,0.003907061,-1.031625777,0.3978876,3.000007667,-3.862778939,-3.259764033,-6.275220824,-7.825269018,-7.553185431
170,1877.569637,18.16161299,11532.02481,22.51391723,308784.8396,1746.34,0.45540663,-5771.319734,212.5288666,9.436602023,18.16509494,170.7162241,103840.569,0.998003844,0.003906715,-1.031625932,0.397887579,3.000007189,-3.862779006,-3.259787182,-6.275247622,-7.825404311,-7.553737295
171,1826.721913,17.9890573,11454.85335,22.46342445,301342.7333,1733.4,0.453407496,-5781.55745,212.0531776,9.401345982,17.90614556,158.1729469,102645.9334,0.998003844,0.003904363,-1.031625976,0.39788757,3.000006546,-3.862779079,-3.25980242,-6.276055148,-7.826546759,-7.554411977
172,1801.23632,17.8555098,11449.02095,22.38328136,297643.267,1725.18,0.44702137,-5798.012596,211.8387303,9.384314435,17.82934794,157.3052054,95810.24136,0.998003844,0.003904054,-1.031626095,0.397887548,3.00000526,-3.862779903,-3.259827393,-6.276391028,-7.827642119,-7.554715074
173,1761.529771,17.76537222,11361.89311,22.35150172,294220.4512,1697.48,0.442596511,-5827.79172,211.2432439,9.360705474,17.69895331,156.8836311,94984.45094,0.998003844,0.003904005,-1.031626622,0.397887528,3.000004925,-3.862779934,-3.259853276,-6.277268798,-7.828858955,-7.555143448
174,1752.133606,17.71421174,11308.86762,22.34481177,287909.0724,1680.78,0.438267412,-5844.440469,210.0119909,9.355265983,17.54715704,156.435529,92731.62487,0.998003844,0.003903677,-1.031626677,0.397887525,3.000004771,-3.862780086,-3.259916123,-6.277412861,-7.830054832,-7.557362259
175,1739.984965,17.58152061,11260.53419,22.26854979,283649.5565,1659.14,0.437200678,-5859.500531,209.4947063,9.323611833,17.4178095,155.9336697,89207.77468,0.998003844,0.003903602,-1.031626947,0.397887513,3.000004689,-3.862780129,-3.259942154,-6.277648862,-7.830969025,-7.55809524
176,1722.970687,17.41473474,11086.43946,22.20887744,282649.509,1639.16,0.432751112,-5871.018199,208.5052551,9.302656882,17.21020095,154.8804261,88218.16925,0.998003839,0.00390358,-1.031626982,0.397887506,3.000004521,-3.862780225,-3.25994663,-6.278345229,-7.832178961,-7.558570925
177,1695.370118,17.36786161,11075.52125,22.11147113,274874.032,1633.62,0.428985149,-5902.46308,207.8641142,9.285968162,17.1554733,153.9606463,87144.21228,0.998003839,0.003902434,-1.031627162,0.397887494,3.00000395,-3.862780316,-3.259955932,-6.278605774,-7.83261899,-7.559129582
178,1688.511338,17.17014534,10980.10476,22.08446258,272286.3871,1629.52,0.427479784,-5937.738134,207.5777177,9.261224939,17.01353209,93.09978378,85890.03069,0.998003839,0.003901887,-1.031627341,0.397887484,3.000003855,-3.862780399,-3.25997366,-6.27878422,-7.832813867,-7.559536602
179,1654.956418,17.07835594,10935.27946,22.05505943,257241.9587,1600.38,0.426805205,-5942.65895,207.302569,9.220128858,16.85265865,92.45012508,85209.55023,0.998003839,0.00390181,-1.031627408,0.397887482,3.000002985,-3.862780928,-3.259976799,-6.279180893,-7.83317657,-7.559672521
180,1630.549387,16.97336969,10931.83278,22.03517936,254352.1578,1580.16,0.425372207,-5966.430258,206.8800162,9.192317652,16.62065728,92.21235436,81645.10343,0.998003839,0.003901493,-1.0316276,0.397887473,3.000002086,-3.862781236,-3.259983392,-6.285123661,-7.833548988,-7.560429204
181,1618.008527,16.90652639,10884.88709,22.00135636,249464.0357,1576.48,0.425112773,-5984.741213,205.9469698,9.126718511,16.54323865,91.064081,80649.69405,0.998003838,0.003901491,-1.031627649,0.397887472,3.000002067,-3.862781243,-3.25999704,-6.299222787,-7.834139883,-7.561569941
182,1594.102115,16.7582817,10853.50399,21.9356365,238322.4827,1557.28,0.420418019,-6008.707321,205.4687358,9.116087562,16.34555789,90.03637409,78383.10902,0.998003838,0.003900817,-1.031627711,0.397887464,3.000001981,-3.862781312,-3.26000924,-6.299570356,-7.835907957,-7.562026444
183,1584.3154,16.6486979,10848.49015,21.89348165,236263.3246,1540.96,0.41754514,-6051.36377,205.0677189,9.092995203,16.2717176,89.49827439,78291.11036,0.998003838,0.003900372,-1.0316278,0.397887449,3.000001702,-3.862781371,-3.26003135,-6.299732779,-7.837488466,-7.562267715
184,1572.914987,16.50726088,10830.8133,21.86090378,228906.7838,1517.2,0.414553527,-6066.079481,204.7078739,9.071357394,16.1069172,88.68908726,75748.13452,0.998003838,0.003900002,-1.031627885,0.397887445,3.000001671,-3.862781464,-3.260038986,-6.299801746,-7.838143634,-7.562719905
185,1565.714574,16.49589886,10801.89743,21.73229532,226023.9235,1488.58,0.411104755,-6071.063902,203.7582176,9.059656369,15.99948814,87.37652591,74239.74778,0.998003838,0.003899191,-1.031627954,0.397887433,3.000001639,-3.862781489,-3.260056238,-6.29987975,-7.839047737,-7.562794147
186,1554.117935,16.4176014,10769.65631,21.68587922,220934.2056,1475.28,0.406095822,-6094.930991,203.347511,9.022714832,15.80847168,86.90543326,72552.62503,0.998003838,0.003898446,-1.031628027,0.397887423,3.000001417,-3.8627815,-3.260061899,-6.304574255,-7.839313685,-7.563524548
187,1543.850709,16.35170346,10701.82515,21.63573828,218595.5221,1465.46,0.403818471,-6111.498421,203.2034054,8.993720569,15.77307201,86.67520049,70355.02827,0.998003838,0.003897695,-1.031628118,0.397887421,3.000001261,-3.862781555,-3.260079689,-6.307600036,-7.839650551,-7.563719433
188,1524.116316,16.22609581,10701.5385,21.63127151,210895.4119,1456.92,0.401328511,-6130.020039,202.8829004,8.939633242,15.67415519,85.80492977,69067.59031,0.998003838,0.003897644,-1.031628167,0.397887413,3.000001068,-3.86278165,-3.260083159,-6.307657426,-7.839842161,-7.564140208
