PSO,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23
286,375.3483242,7.203357016,7143.57128,16.24577498,31367.81289,384.04,0.196584644,-7689.579589,138.4637502,5.847821474,4.503926881,10.9290193,1154.849902,0.998003838,0.003859898,-1.031628453,0.397887358,3,-3.862782148,-3.260277044,-6.344486528,-8.143475064,-7.568811531
287,366.5236127,7.113441554,7099.644819,16.21934328,31213.56599,376.46,0.195671723,-7712.829053,136.9515559,5.817209415,4.465906538,10.86045292,1151.318511,0.998003838,0.003859486,-1.031628453,0.397887358,3,-3.862782148,-3.260277077,-6.344486551,-8.143475728,-7.568811564
288,362.2878657,7.037059158,7094.479803,16.1975633,30750.73449,367.68,0.194744642,-7724.566525,135.7255037,5.781636422,4.426850292,10.83744092,1117.074687,0.998003838,0.003858568,-1.031628453,0.397887358,3,-3.862782148,-3.260277082,-6.344486559,-8.143613059,-7.568811573
289,355.4550584,6.940585274,7037.901431,16.14448807,30161.64606,364.38,0.194744642,-7746.149095,135.0681832,5.761756268,4.37404338,10.77279986,1067.051054,0.998003838,0.003857797,-1.031628453,0.397887358,3,-3.862782148,-3.2602771,-6.344495434,-8.143613062,-7.568811599
290,350.0205998,6.891160173,7028.759243,16.08414608,29546.83554,358.64,0.192704218,-7759.766183,134.5611669,5.732639546,4.300335943,10.6492671,966.0436987,0.998003838,0.003856158,-1.031628453,0.397887358,3,-3.862782148,-3.260277107,-6.344495443,-8.14361446,-7.568811612
291,343.9817146,6.808235331,7015.814392,15.97363592,28998.7602,353.26,0.192606968,-7768.74989,134.0077228,5.705390369,4.264853812,10.56638273,942.6055814,0.998003838,0.003855272,-1.031628453,0.397887358,3,-3.862782148,-3.260277115,-6.344495445,-8.143618307,-7.568811623
292,335.3337098,6.717876055,7005.230547,15.87633749,27965.17826,345.34,0.192597073,-7773.778235,133.1552524,5.676318919,4.207174533,10.45569969,928.8133887,0.998003838,0.003855005,-1.031628453,0.397887358,3,-3.862782148,-3.26027712,-6.344495451,-8.143621456,-7.568811666
293,327.479418,6.645510008,6954.775144,15.82443393,27518.2331,341.24,0.191460102,-7779.155221,132.8325479,5.65116825,4.144179531,10.2229959,875.1767058,0.998003838,0.003854463,-1.031628453,0.397887358,3,-3.862782148,-3.260277126,-6.344495467,-8.143645379,-7.568811681
294,323.4324933,6.564190732,6896.614851,15.77449939,27133.68168,333.64,0.191303968,-7794.118406,132.306981,5.613087,4.108841292,10.09054022,823.8000197,0.998003838,0.003853069,-1.031628453,0.397887358,3,-3.862782148,-3.260277127,-6.344502229,-8.143645382,-7.568811701
295,321.0182615,6.501833029,6874.43494,15.70444615,26736.20617,325.48,0.18988755,-7801.434615,131.6759754,5.582655171,4.025330332,9.955881193,795.3976146,0.998003838,0.003852606,-1.031628453,0.397887358,3,-3.862782148,-3.260277147,-6.344502247,-8.143645597,-7.568811705
296,318.386553,6.416271237,6851.773014,15.65793363,26099.34272,320.7,0.187287453,-7811.785503,131.0232116,5.567125289,3.953408322,9.868143972,742.0992148,0.998003838,0.003852494,-1.031628453,0.397887358,3,-3.862782148,-3.260277154,-6.344503112,-8.143646423,-7.56881171
297,309.9177603,6.331781354,6846.936588,15.61551642,25492.09876,316.1,0.187227231,-7825.695636,129.9932008,5.543819521,3.912493196,9.724606359,625.3595824,0.998003838,0.003851948,-1.031628453,0.397887358,3,-3.862782148,-3.260277158,-6.344509133,-8.143646825,-7.568811722
298,304.8528893,6.285597077,6820.414188,15.5662926,25025.85359,312.12,0.18498103,-7841.126697,129.1333858,5.525401917,3.84172897,9.590562611,583.9684671,0.998003838,0.003851815,-1.031628453,0.397887358,3,-3.862782148,-3.260277162,-6.344510584,-8.143646826,-7.568811725
299,297.5859505,6.197814422,6794.134519,15.54371536,24731.02788,309.1,0.18408329,-7861.569577,128.6414821,5.50303092,3.794119627,9.479293995,580.5496217,0.998003838,0.003851736,-1.031628453,0.397887358,3,-3.862782148,-3.260277165,-6.344510587,-8.143646878,-7.568811731
300,289.8050739,6.148837254,6777.723413,15.4935204,24344.7577,304.8,0.18281527,-7874.081616,127.4290996,5.485632759,3.695791607,9.391511637,545.8581948,0.998003838,0.003851458,-1.031628453,0.397887358,3,-3.862782148,-3.260277167,-6.344510589,-8.143660069,-7.568811734
301,282.8128995,6.046902801,6764.305901,15.48413436,23541.03007,301.5,0.177548988,-7893.715861,126.7656666,5.465466762,3.66361783,9.261927605,538.0587196,0.998003838,0.003850605,-1.031628453,0.397887358,3,-3.862782148,-3.26027717,-6.344510592,-8.143660071,-7.568811737
302,277.5864227,5.982782495,6761.348694,15.45489395,22916.31143,296.6,0.174710783,-7908.588365,125.916927,5.434753264,3.603116071,9.131041593,521.0165684,0.998003838,0.003850108,-1.031628453,0.397887358,3,-3.862782148,-3.260277172,-6.344510595,-8.143662709,-7.568811739
303,272.9188013,5.935965517,6754.64456,15.39873574,22528.12888,292.3,0.174201054,-7912.957131,125.7387358,5.39441429,3.557448886,9.085265562,464.9691156,0.998003838,0.003849658,-1.031628453,0.397887358,3,-3.862782148,-3.260277176,-6.344510597,-8.143666587,-7.568811741
304,266.6775331,5.866696757,6740.598301,15.34843065,21777.38232,287.88,0.173262071,-7920.863095,125.2081065,5.380533568,3.503008068,9.009160591,453.329112,0.998003838,0.00384904,-1.031628453,0.397887358,3,-3.862782148,-3.26027718,-6.344510599,-8.143668249,-7.568811742
305,261.2027114,5.811716965,6719.250322,15.33539153,21342.05024,284.66,0.172561898,-7924.834839,124.5498928,5.349558088,3.437834017,8.924886564,445.7081022,0.998003838,0.003848614,-1.031628453,0.397887358,3,-3.862782148,-3.260277184,-6.344510601,-8.143669148,-7.568811744
306,255.4689248,5.73627096,6702.473092,15.28410329,20875.67066,278.92,0.17164706,-7934.220196,124.1762808,5.32144933,3.39281523,8.844840855,429.2798775,0.998003838,0.003848203,-1.031628453,0.397887358,3,-3.862782148,-3.260277187,-6.344510602,-8.143669635,-7.568811745
307,251.329057,5.638699842,6686.304371,15.23995717,20556.34329,270.88,0.171338797,-7949.831403,123.9634133,5.302681755,3.349912301,8.712924202,413.5346145,0.998003838,0.003847408,-1.031628453,0.397887358,3,-3.862782148,-3.260277187,-6.344510602,-8.143687796,-7.568811746
308,247.7990498,5.587881214,6623.611807,15.20659147,19975.69747,266.54,0.170100426,-7958.299512,123.0251882,5.271711112,3.28752421,8.670345559,404.1946741,0.998003838,0.003847143,-1.031628453,0.397887358,3,-3.862782148,-3.260277191,-6.344510779,-8.143687797,-7.568811747
309,241.3560269,5.522121904,6599.065598,15.16329388,19362.28648,264.06,0.170100426,-7965.321446,122.7196982,5.229572617,3.248945269,8.538743914,401.5379298,0.998003838,0.003846711,-1.031628453,0.397887358,3,-3.862782148,-3.260277193,-6.34451078,-8.143687797,-7.568811747
310,234.6425871,5.445546912,6523.51451,15.12720184,18935.07879,260.8,0.168669886,-7970.47323,122.2216836,5.18657364,3.218011154,8.403579258,395.8021603,0.998003838,0.003846365,-1.031628453,0.397887358,3,-3.862782148,-3.260277194,-6.344510782,-8.143687798,-7.568811747
311,228.4115766,5.372498727,6496.609773,15.1070273,18491.95845,253.16,0.168669886,-7979.083139,121.5096014,5.159975624,3.194995641,8.261072486,347.6730127,0.998003838,0.003845651,-1.031628453,0.397887358,3,-3.862782148,-3.260277195,-6.344510784,-8.143689092,-7.568811747
312,223.9887148,5.308055161,6436.879469,15.03547456,18299.81493,249.88,0.166022889,-7988.286873,121.2626998,5.144185602,3.176049571,8.214019915,328.8639617,0.998003838,0.003845012,-1.031628453,0.397887358,3,-3.862782148,-3.260277196,-6.34451093,-8.143689097,-7.56881175
313,217.3025786,5.272979141,6404.289621,15.01890622,17951.24766,246.04,0.165622591,-7996.875756,120.8510693,5.134081782,3.131243657,8.132921482,310.893812,0.998003838,0.003844171,-1.031628453,0.397887358,3,-3.862782148,-3.260277196,-6.344510932,-8.143689098,-7.56881175
314,215.8795259,5.199572072,6401.281256,14.96500315,17703.68362,241.66,0.164457112,-8011.144619,120.0649118,5.120921513,3.05972244,8.053717577,294.4625781,0.998003838,0.003843577,-1.031628453,0.397887358,3,-3.862782148,-3.260277197,-6.344511046,-8.143689098,-7.56881175
315,212.8736867,5.14462224,6360.777023,14.90863092,17462.65533,237.32,0.162354968,-8019.894909,118.5186409,5.095052641,3.008481176,7.983400993,291.0564229,0.998003838,0.0038435,-1.031628453,0.397887358,3,-3.862782148,-3.260277197,-6.344511047,-8.143690272,-7.568811751
316,206.1083905,5.084546524,6331.509372,14.88512016,17095.93349,235.94,0.161502642,-8029.058098,117.5601214,5.080138072,2.965798689,7.910428551,280.6604025,0.998003838,0.003842982,-1.031628453,0.397887358,3,-3.862782148,-3.260277197,-6.344511048,-8.143690289,-7.568811751
317,202.6311054,5.029341288,6307.121255,14.87190053,16920.91517,230.88,0.160544318,-8047.509802,116.7938939,5.045948786,2.898662927,7.856046494,278.1870268,0.998003838,0.003842335,-1.031628453,0.397887358,3,-3.862782148,-3.260277198,-6.344511048,-8.143691075,-7.568811751
318,198.4554099,4.936505328,6289.418209,14.81085319,16426.60578,226.36,0.160544318,-8067.10888,116.2485126,5.035060312,2.863614928,7.716625271,262.2581539,0.998003838,0.003841938,-1.031628453,0.397887358,3,-3.862782148,-3.260277198,-6.344511048,-8.143691078,-7.568811752
319,194.8236668,4.909924686,6278.375818,14.75450551,15594.3441,221.76,0.159596007,-8077.28469,115.0959482,5.003779701,2.806975929,7.685711307,259.6578826,0.998003838,0.00384175,-1.031628453,0.397887358,3,-3.862782148,-3.260277199,-6.344511049,-8.143691079,-7.568811752
320,191.7594383,4.872953943,6227.16103,14.75247887,15395.33542,217.2,0.15899795,-8089.987616,114.4242941,4.962780012,2.770838023,7.602180227,248.5552948,0.998003838,0.00384142,-1.031628453,0.397887358,3,-3.862782148,-3.2602772,-6.344511049,-8.14369108,-7.568811752
321,186.3288476,4.788372936,6176.76243,14.70105146,15201.67043,214.12,0.158133848,-8101.13092,114.2877977,4.921857667,2.760795331,7.520019012,239.7551054,0.998003838,0.003841127,-1.031628453,0.397887358,3,-3.862782148,-3.2602772,-6.344511067,-8.143692815,-7.568811752
322,179.8462936,4.758231784,6150.479008,14.68723712,14850.3196,211.32,0.157106509,-8105.291382,113.6668594,4.872794191,2.746512979,7.451197706,216.6810659,0.998003838,0.003840709,-1.031628453,0.397887358,3,-3.862782148,-3.2602772,-6.344511067,-8.143692815,-7.568811753
323,176.7017573,4.710847451,6115.177586,14.62614057,14737.88526,206.86,0.156331777,-8111.71119,112.7821186,4.838465059,2.712335137,7.405175345,210.3141799,0.998003838,0.003840456,-1.031628453,0.397887358,3,-3.862782148,-3.2602772,-6.344511099,-8.143695988,-7.568811753
324,172.9941166,4.659983716,6068.078738,14.59168455,14480.39072,203.76,0.155673231,-8118.026315,112.2066534,4.82729406,2.663635277,7.33369861,205.6041989,0.998003838,0.003839793,-1.031628453,0.397887358,3,-3.862782148,-3.260277201,-6.344511119,-8.143696038,-7.568811753
325,171.0128072,4.582592961,6058.02889,14.53693795,14211.08592,200.82,0.154765342,-8132.924579,111.2415214,4.78867157,2.633686868,7.153296659,192.6236549,0.998003838,0.003839474,-1.031628453,0.397887358,3,-3.862782148,-3.260277201,-6.34451112,-8.143696051,-7.568811753
326,168.8745256,4.513263323,6050.634013,14.50083629,13999.45547,195.34,0.154722553,-8145.191974,110.2376453,4.749148513,2.592895238,7.002333063,178.7568101,0.998003838,0.003839322,-1.031628453,0.397887358,3,-3.862782148,-3.260277201,-6.344511121,-8.143696068,-7.568811753
327,166.8483834,4.445899169,6007.581437,14.48935981,13584.82116,191.18,0.153877931,-8153.553835,109.4780181,4.71721706,2.556927219,6.948865499,177.0221762,0.998003838,0.003838896,-1.031628453,0.397887358,3,-3.862782148,-3.260277201,-6.344511122,-8.143696072,-7.568811753
328,162.9943994,4.383843019,5968.514773,14.38964798,13378.77,187.84,0.153782482,-8160.667647,109.3354777,4.667821738,2.538062629,6.852331493,176.6548645,0.998003838,0.003838678,-1.031628453,0.397887358,3,-3.862782148,-3.260277201,-6.344511122,-8.143696201,-7.568811753
329,159.0080729,4.331949544,5954.670825,14.32160992,13227.15862,181.78,0.153326367,-8167.158744,108.4880308,4.640421781,2.499094455,6.797013188,170.6528408,0.998003838,0.003838129,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511122,-8.143696207,-7.568811753
330,157.5241268,4.256022873,5944.329239,14.27976054,13001.33008,179.48,0.151816502,-8176.457187,107.9485227,4.602683238,2.478696829,6.687129316,166.226655,0.998003838,0.003837634,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511122,-8.143696208,-7.568811754
331,153.9524401,4.212657802,5921.196114,14.25388795,12642.56418,174.52,0.151724813,-8188.956409,107.2558183,4.575847588,2.452664419,6.6100797,163.3577554,0.998003838,0.003837415,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511122,-8.143696208,-7.568811754
332,149.5426162,4.170173074,5891.593716,14.19411142,12544.57711,170.34,0.150044658,-8199.087556,106.1833626,4.546322374,2.428296247,6.433332733,161.2830292,0.998003838,0.003837186,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511122,-8.143696208,-7.568811754
333,146.1706535,4.135877864,5870.098761,14.13906731,12010.15311,166.82,0.149502345,-8208.78504,105.2606585,4.526144198,2.396070544,6.305205648,158.6514415,0.998003838,0.003836695,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511122,-8.143696295,-7.568811754
334,144.1454628,4.100202406,5857.04821,14.0652765,11678.33365,163.22,0.148948518,-8224.54484,104.4466356,4.504178678,2.364202969,6.248633423,158.0646192,0.998003838,0.003836114,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511123,-8.143696295,-7.568811754
335,140.3485533,4.037104549,5824.66555,13.99352715,11460.53499,158.94,0.148681026,-8235.345293,104.2151329,4.476697632,2.331623922,5.982689519,149.3330048,0.998003838,0.003835931,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511123,-8.143696378,-7.568811754
336,137.8111968,3.980116294,5804.424644,13.96069269,11240.44271,155.18,0.148394406,-8242.790976,103.3419661,4.449514774,2.306996026,5.887764532,127.9159304,0.998003838,0.003835513,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511123,-8.14369638,-7.568811754
337,136.1019056,3.945013887,5782.312506,13.90858675,11040.9602,150.02,0.148105921,-8249.9268,102.5538033,4.420914034,2.275426997,5.787062955,124.8986325,0.998003838,0.003835082,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511123,-8.143696381,-7.568811754
338,133.3143602,3.858204129,5746.599962,13.85080861,10858.34093,145.78,0.145410057,-8260.839179,101.5685217,4.396864755,2.248303644,5.650316663,122.9401899,0.998003838,0.003834765,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511123,-8.143696384,-7.568811754
339,129.4985134,3.823222007,5737.799839,13.81825625,10656.60497,143.3,0.145410057,-8268.915094,101.2008553,4.367508813,2.225192296,5.623255586,120.3055052,0.998003838,0.003834507,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511123,-8.143696386,-7.568811754
340,124.5209664,3.773476655,5723.707192,13.73524881,10525.83311,141.12,0.141560055,-8277.217088,100.3646273,4.337855014,2.168120562,5.575877027,117.4023483,0.998003838,0.003834169,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696386,-7.568811754
341,121.3524588,3.707823699,5675.825544,13.72079459,10294.8292,138.12,0.140737706,-8286.524227,99.91863688,4.308968415,2.146836728,5.461046897,111.4350422,0.998003838,0.003833955,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696391,-7.568811754
342,118.1856653,3.652409944,5663.612512,13.67788,10189.13033,134.94,0.13940283,-8291.968018,99.10785358,4.278026053,2.112892173,5.406019687,110.6613322,0.998003838,0.003833859,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696392,-7.568811754
343,115.2082309,3.612467744,5640.041134,13.64988568,9886.425991,132.92,0.137774804,-8299.504283,98.71204182,4.249604922,2.095671597,5.328940878,103.8589021,0.998003838,0.003832655,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696394,-7.568811754
344,112.2886416,3.537870163,5609.196189,13.63009888,9726.396764,129.88,0.137561101,-8304.915442,98.05009119,4.231257934,2.083689324,5.278755107,100.9759152,0.998003838,0.00383245,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696395,-7.568811754
345,108.3723136,3.497200598,5584.022768,13.6146179,9534.202642,128.18,0.136455376,-8313.907677,97.19059293,4.205591699,2.065605983,5.212302262,100.6311422,0.998003838,0.003832059,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696396,-7.568811754
346,105.4699512,3.469266233,5561.34097,13.56862605,9217.520607,125.46,0.135507448,-8316.223854,96.58907511,4.181380849,2.040738259,5.150694466,99.72154258,0.998003838,0.003831207,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696397,-7.568811754
347,104.1518603,3.40486788,5537.536948,13.55413207,9120.960647,123.28,0.135507448,-8330.400066,96.19975679,4.135435299,2.021455714,5.051475196,97.45101931,0.998003838,0.003831029,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696397,-7.568811754
348,101.9052347,3.354122672,5528.952502,13.46485615,8656.307886,119.44,0.134249511,-8337.114161,95.02726302,4.112427958,2.006920325,4.997028794,69.88265204,0.998003838,0.00383085,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696398,-7.568811754
349,100.714084,3.324222291,5477.12346,13.39641205,8494.703708,116.96,0.132904432,-8344.37546,94.4036195,4.083698058,1.985518754,4.942788585,68.32310856,0.998003838,0.003830547,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696398,-7.568811754
350,99.13569171,3.292940049,5471.916151,13.37214305,8330.503695,116.3,0.130150132,-8354.245121,93.8969655,4.06656868,1.970748591,4.894539129,67.43164133,0.998003838,0.003829872,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696554,-7.568811754
351,96.09157942,3.230233819,5460.311661,13.35571193,8186.070484,114.36,0.129359282,-8359.157523,93.37966833,4.036210657,1.938515131,4.757303031,52.10437,0.998003838,0.00382956,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696717,-7.568811754
352,94.13572967,3.18050152,5424.859733,13.29745286,8015.896194,109.54,0.128247914,-8365.569583,92.90412505,4.004800877,1.917239289,4.729660695,51.92587129,0.998003838,0.003829233,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696717,-7.568811754
353,92.77337071,3.138795052,5391.682719,13.26466758,7808.80103,106.96,0.125836284,-8370.746525,92.546358,3.982033583,1.904443178,4.614083655,51.41888127,0.998003838,0.003828909,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696717,-7.568811754
354,90.75274057,3.123417033,5360.241296,13.24062284,7704.6379,105.18,0.125062111,-8378.655288,91.72249349,3.967698248,1.877658942,4.505942599,50.88324259,0.998003838,0.003828398,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696739,-7.568811754
355,88.68050965,3.07598624,5350.756427,13.21313605,7549.625139,103.38,0.125045802,-8385.273742,91.16494512,3.929696845,1.846500602,4.465303592,48.30896327,0.998003838,0.00382791,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696756,-7.568811754
356,87.59292516,3.021218137,5311.399395,13.15809102,7342.406166,102.44,0.12214917,-8393.349765,90.14343292,3.919634435,1.820963895,4.385394101,47.71868681,0.998003838,0.003826865,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696756,-7.568811754
357,86.23427293,2.986745248,5284.83641,13.11599531,7173.355094,100.4,0.122136905,-8400.305828,89.50146691,3.885864604,1.805092225,4.309759928,46.00143566,0.998003838,0.0038263,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.14369676,-7.568811754
358,83.49387278,2.926440673,5266.231652,13.06071129,7082.611913,98.28,0.121056427,-8407.478361,88.89020653,3.869486623,1.782388814,4.25342583,45.34671216,0.998003838,0.003825821,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.14369676,-7.568811754
359,80.04907886,2.897457096,5255.494353,12.98451878,6850.279606,96.08,0.121056427,-8418.911675,88.67078878,3.841453108,1.768956098,4.18389407,44.84731377,0.998003838,0.003825737,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696762,-7.568811754
360,76.76675112,2.854792319,5238.09864,12.96404481,6659.418156,93.64,0.118415404,-8429.027259,88.11345245,3.809219551,1.738487125,4.101892527,43.10624499,0.998003838,0.003825486,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696762,-7.568811754
361,75.2324963,2.800113119,5209.939737,12.93638867,6534.531004,91.22,0.117793174,-8437.596323,87.59808015,3.764746194,1.71698532,4.061350391,42.11754371,0.998003838,0.003825227,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696771,-7.568811754
362,73.41736153,2.768885835,5196.013254,12.89995687,6407.234664,89.86,0.117635559,-8446.015499,86.85990318,3.753502674,1.699855425,3.945613883,40.52264112,0.998003838,0.003824333,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696773,-7.568811754
363,71.28685117,2.724049251,5185.161688,12.86341227,6300.034481,89.36,0.117132212,-8452.728485,86.50337733,3.723374645,1.682317762,3.878195746,40.20249347,0.998003838,0.003823895,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696773,-7.568811754
364,69.64804753,2.667241798,5172.34792,12.85260451,6215.118062,87.28,0.114345102,-8456.965309,86.26494136,3.703344859,1.659382668,3.808616736,39.57110693,0.998003838,0.003823699,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696773,-7.568811754
365,67.03140041,2.625933012,5163.449818,12.78994653,6106.183877,85.06,0.113232173,-8461.379979,85.71924996,3.673560747,1.639699182,3.77336758,38.63799673,0.998003838,0.003823339,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696774,-7.568811754
366,65.64617344,2.603027329,5148.214964,12.75035645,6032.254433,83.5,0.113171333,-8464.261688,85.08757845,3.663375397,1.629476663,3.74073823,38.27346701,0.998003838,0.00382279,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696774,-7.568811754
367,64.16880318,2.549540564,5143.051821,12.73393204,5898.924082,81.34,0.112948527,-8471.497206,84.49570461,3.633580576,1.617308352,3.685809391,36.09942724,0.998003838,0.003822328,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696774,-7.568811754
368,62.13076874,2.510802043,5133.816032,12.69882656,5718.405635,79.42,0.110575736,-8476.262694,83.71607274,3.617917197,1.603053059,3.617297745,34.23165444,0.998003838,0.003821449,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696774,-7.568811754
369,60.1636193,2.469200572,5111.182585,12.66807827,5639.745204,78,0.110575736,-8483.828418,83.27263739,3.595540628,1.588341295,3.544603571,32.54001105,0.998003838,0.003820808,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696774,-7.568811754
370,59.0646541,2.410500473,5090.340807,12.59821241,5562.960911,76.68,0.110575736,-8488.059292,82.87236602,3.562511336,1.580363219,3.484629315,31.55694836,0.998003838,0.003820343,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696774,-7.568811754
371,57.81710168,2.380753454,5075.237908,12.58668755,5514.174791,74.5,0.108270465,-8492.760954,82.38193838,3.544530242,1.56908053,3.410655476,31.24600517,0.998003838,0.00382006,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696774,-7.568811754
372,55.2271367,2.337637906,5024.815423,12.53145528,5464.559708,71.94,0.108270465,-8497.177302,81.63432917,3.51632186,1.553960025,3.363105824,30.81647432,0.998003838,0.003819867,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696774,-7.568811754
373,54.263284,2.301493658,5001.669586,12.48838624,5421.230175,70.34,0.108212205,-8502.362975,81.16290444,3.485442787,1.540907974,3.276728507,30.69081614,0.998003838,0.003817304,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696774,-7.568811754
374,51.96647606,2.270165476,4977.862208,12.45507725,5320.567945,68,0.107944793,-8504.47295,80.51219384,3.465453691,1.52735276,3.206904515,29.70692487,0.998003838,0.003816473,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696775,-7.568811754
375,50.70375634,2.234483912,4961.700068,12.42824047,5224.024533,66.1,0.107944793,-8506.627947,79.69941435,3.443933534,1.515854186,3.167145408,27.97395641,0.998003838,0.003816353,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696775,-7.568811754
376,49.14185949,2.207446587,4952.736306,12.3557804,5159.633724,65.28,0.107738885,-8512.004774,78.83820473,3.422241152,1.504182448,3.125613336,27.66626216,0.998003838,0.003816037,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696779,-7.568811754
377,47.97815157,2.172728501,4913.523117,12.34110329,5039.245684,63.32,0.107224498,-8515.52403,78.52061789,3.402270186,1.483027674,3.05430439,26.58504224,0.998003838,0.003815819,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696779,-7.568811754
378,46.64975361,2.14500443,4892.492763,12.30709512,4923.866138,62.14,0.106897838,-8523.414187,77.76179252,3.378232941,1.470976452,3.009635299,26.34845345,0.998003838,0.003815022,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696781,-7.568811754
379,44.90849572,2.108102212,4842.512349,12.2893061,4885.447635,60.36,0.106397787,-8528.611482,77.26704441,3.345562122,1.454511129,2.985907393,25.69166395,0.998003838,0.003814793,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696781,-7.568811754
380,43.24388291,2.069038689,4831.787429,12.27740896,4796.706723,59,0.106339576,-8532.534907,76.85450471,3.324703209,1.441863768,2.916067944,24.76408891,0.998003838,0.003814399,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696781,-7.568811754
381,42.4463253,2.030158289,4814.196911,12.20488649,4639.789231,57.56,0.105668695,-8537.5748,76.42035464,3.30155448,1.430146121,2.876213138,23.46434237,0.998003838,0.003813583,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696781,-7.568811754
382,40.63666075,1.994327623,4802.459184,12.16207816,4576.319634,55.9,0.104146958,-8545.671867,76.10570159,3.281675556,1.423401774,2.837297426,23.35310451,0.998003838,0.003813361,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696781,-7.568811754
383,39.71004892,1.966217483,4763.911764,12.13839299,4459.822046,54.16,0.103018402,-8549.336936,75.88203239,3.248616909,1.41268643,2.77045166,23.10919765,0.998003838,0.003812883,-1.031628453,0.397887358,3,-3.862782148,-3.260277202,-6.344511124,-8.143696781,-7.568811754
